Main,ScriptKey,LineKey,Background,Actor,AnimState,DotAnim,DotExpression,TextType,KorText,EngText,NextLineKey,AnimScene,AfterScript,DeathNote,LocTable,LocKey
1,49,1,main_table,Dot,Main,body_default2,face_squeeze,text,책장 안. 침대 위. 포스터 뒤쪽.,In the bookcase. On the bed.\nBehind the poster.,2,,,,Main_Ch9,M9_L0001
1,49,2,main_table,Dot,Main,body_default2,face_squeeze,text,보이지 않아. 보이지 않아.\n어디에도 보이지 않아.,It’s not here. It’s not there.\nIt’s not anywhere.,3,,,,Main_Ch9,M9_L0002
1,49,3,main_table,Dot,Main,body_default2,face_omg,text,"<nickname>. 너, 너, 너.\n혹시 ‘청소’라는 걸 했어?","<nickname>. You, you, you.\nDon’t tell me you cleaned?",4,,,,Main_Ch9,M9_L0003
1,49,4,main_table,Player,Main,body_default2,face_omg,text,어어... 곰팡이를 치우긴 했는데...,So... I did get rid of the mold...,5|5,,,active|passive,Main_Ch9,M9_L0004
1,49,5,main_table,Dot,Main,body_default2,face_mad,text,안 돼. 안 돼. 그럴 수 없어. 그럴 수는 없어.,No. No. It can’t be. It just can’t.,6,,,,Main_Ch9,M9_L0005
1,49,6,main_table,Dot,Main,body_default2,face_mad,text,그러면 옴폭한 접시에 몸을\n누이고 살아가던 나의 친구를....,"So my friend, the one that\nlounged on the plate....",7,,,,Main_Ch9,M9_L0006
1,49,7,main_table,Player,Main,body_default2,face_mad,text,곰팡이를.,You mean the mold.,8,,,,Main_Ch9,M9_L0007
1,49,8,main_table,Dot,Main,body_default2,face_blink,text,나의 친구가 네게는 해악이었어?,Was my friend a hazard to you?,9,,,,Main_Ch9,M9_L0008
1,49,9,main_table,Player,Main,body_default2,,text,....,....,10,,,,Main_Ch9,M9_L0009
1,49,10,main_table,Player,Main,body_default2,,text,(하지만 곰팡이의 무덤을 더는 견딜\n수가 없었어. 이걸 어떻게 설명하지?),(But I couldn’t stand the mold.\nHow should I put this?),11,,,,Main_Ch9,M9_L0010
1,49,11,main_table,Player,Main,body_default2,,text,"음, 뭉치야. 인간에게 곰팡이는 해악이야. 곰팡이는...","Well, Dot. Mold can be\nhazardous to people. It...",12,,,,Main_Ch9,M9_L0011
1,49,12,main_table,Player,Main,body_default2,,selection,기관지에 나쁠 뿐더러... 주변으로 퍼지기까지 하거든.|푸르스름한 모양을 보기만 해도 마음이 진창이 돼.,"Not only is it bad for your lungs, it <i>spreads</i>.|Just looking at its bluish form tears at my mind.",13|13,,,moon|sun,Main_Ch9,M9_L0012
1,49,13,main_table,Player,Main,body_default2,,text,으으...,Blegh...,14,,,,Main_Ch9,M9_L0013
1,49,14,main_table,Dot,Main,body_default2,,text,"하지만 시간이 지나며 <nickname>,\n너와도 친구가 된 게 아니었어?",But.. I thought you’d\ngrown to be friends?,15,,,,Main_Ch9,M9_L0014
1,49,15,main_table,Dot,Main,body_default2,,text,인간에게 나쁜 영향을\n준다곤 생각치 않았어.,I had no idea he was\nsuch a bad influence.,16,,,,Main_Ch9,M9_L0015
1,49,16,main_table,Dot,Main,body_default2,,text,"난, 나는, 음, 그러게. 난 그것도\n모르고 그와 소중해졌네.","I, I, oh, I see. I got close to him without realizing.",n,,,,Main_Ch9,M9_L0016
1,49,17,main_table,Player,Main,body_default2_turn2,,text,......,......,18,,,,Main_Ch9,M9_L0017
1,49,18,main_table,Dot,Main,body_default1,face_eyeroll3,text,"... 그래, 너에겐 한낱 빵에 핀 더러운 곰팡이였지만.",... To you he was just dirty mold on your bread.,19,,,,Main_Ch9,M9_L0018
1,49,19,main_table,Dot,Main,,face_eyeroll3_stay,text,그치만 나의 친한 친구였어. 나의.. 친한 친구.,But he was my dear friend.\nMy... dear friend.,20,,,,Main_Ch9,M9_L0019
1,49,20,main_table,Player,Main,,face_blink,text,뭉치야... 내가 정말 미안해.\n적어도 너에게 먼저 상의했어야 하는데.,Dot... I truly am sorry. I should\nat least have consulted you first.,21,1,,,Main_Ch9,M9_L0020
1,49,21,main_table,Player,Main,,,text,새 곰팡이를 데려와 줄까?\n마침 먹다 남은 호밀빵이 있으니까...,I could bring over a new patch of mold?\nThere’s some leftover rye bread...,22,,,,Main_Ch9,M9_L0021
1,49,22,main_table,Dot,Main,,face_eyeroll3,text,마음은 고마워. 하지만 그 곰팡이는\n내 곰팡이가 아닌 걸.,"Thank you, but it won’t be the same.",23,,,,Main_Ch9,M9_L0022
1,49,23,main_table,Dot,Main,,face_blink,text,"내 곰팡이를 다시는 볼 수 없다 해도,\n새 곰팡이로 그를 대체하는 짓은 하지 않아.","Even if I never see him again,\nI can’t just replace my friend.",24,,,,Main_Ch9,M9_L0023
1,49,24,main_table,Player,Main,,,text,(그건... 맞는 말이야.),(That’s... fair.),25,,,,Main_Ch9,M9_L0024
1,49,25,main_table,Player,Main,,,text,응... 내 생각이 짧았네.,I didn’t think it through.,26,,,,Main_Ch9,M9_L0025
1,49,26,main_table,Player,Main,,,text,생각해 보면 나도 내 친구가\n사라지면 많이 슬플 텐데 말야.,I would be devastated if\nmy friend disappeared.,27,,,,Main_Ch9,M9_L0026
1,49,27,main_table,Player,Main,,,text,가령 너와 영영 이별하게 된다거나...,"Say, if I were to say\ngoodbye to you for good...",28,,,,Main_Ch9,M9_L0027
1,49,28,main_table,Dot,Main,body_move,,text,그건 다르지. 나는 너와 영영 이별하지 않아!,That’s different. You and I will\nnever be apart for good!,29,,,,Main_Ch9,M9_L0028
1,49,29,main_table,Dot,Main,body_move,,text,"내가 <nickname>의 꿈이 된다면, 네 안에\n흡수되어 영영 친구로 지낼 수 있어.","If I become your dream, I can live\non forever inside you as your friend.",30,,,,Main_Ch9,M9_L0029
1,49,30,main_table,Player,Main,body_default1,,text,응? 정말 그런 거였어? 문학적인 표현이 아니었어?,What? You will? So it wasn’t just a figure of speech?,31,,,,Main_Ch9,M9_L0030
1,49,31,main_table,Player,Main,,,text,(무언가 이상하다. 뭉치가 꿈에\n대해 잘못 알고 있는 것 같다.),(Something’s off. Dot seems to\nhave the wrong idea about dreams.),32,’,,,Main_Ch9,M9_L0031
1,49,32,main_table,Player,Main,,,text,"(아니면, 내가 달나라의 ’꿈’에\n대해 모르고 있는 사실이 있거나.)",(Or there’s more to ‘dreams’ sent from\nthe Moon that I have yet to know of.),33,,,,Main_Ch9,M9_L0032
1,49,33,main_table,Player,Main,,,text,"뭉치, 인간의 꿈이 뭐라고 생각해?",Dot. What do you think dreams are?,34,,,,Main_Ch9,M9_L0033
1,49,34,main_table,Dot,Main,,face_close_turn,text,꿈.,Dreams.,35,,,,Main_Ch9,M9_L0034
1,49,35,main_table,Dot,Main,,face_close,text,꿈이란 다채롭고 아름다운 것. 어느 밤을\n호령하는 것. 그렇게 영원해지는 것.,Colorful and beautiful. Images that\ncommand the night. And so live on forever.,36,,,,Main_Ch9,M9_L0035
1,49,36,main_table,Dot,Main,,face_staryeyes,text,"꿈 공장의 대문에는 이런 말이 적혀\n있었어. “인간의 영원한 친구, 꿈!”","“Dreams, the eternal companion for humans!”\nThat was the Dream Factory’s slogan.",37,,,,Main_Ch9,M9_L0036
1,49,37,main_table,Dot,Main,,,text,"너희의 머릿속에서 펼쳐진 다음, 흡수되어\n영원히 곁에서 살아남는 게 바로 꿈이잖아.","Dreams are what happen in your head, then\nbecome part of you and carry on forever.",38,,,,Main_Ch9,M9_L0037
1,49,38,main_table,Player,Main,,,text,(꿈을... 살아남는다고 표현하는 게 맞나?),(Can a dream... carry on?),39,,,,Main_Ch9,M9_L0038
1,49,39,main_table,Player,Main,,,text,(뭉치는 정말 그 대문의 구호 하나만 보고\n꿈이 영원한 것이라고 믿어 버린 건가?),"(Does Dot truly believe that dreams\nare eternal, based on that one slogan?)",40,,,,Main_Ch9,M9_L0039
1,49,40,main_table,Player,Main,,,text,"뭉치야, 그건 단지 구호 같은 게 아니었을까?","Dot, maybe that was just a saying?",41,,,,Main_Ch9,M9_L0040
1,49,41,main_table,Dot,Main,body_move,face_blink,text,응? 그게 무슨 뜻이야?,Huh? What do you mean?,42,,,,Main_Ch9,M9_L0041
1,49,42,main_table,Player,Main,body_default1,,selection,(역시 뭉치가 착각하고 있는 것 같아.)|(확신은 없지만 반응을 보니... 더 이야기해 보자.),(Dot definitely has the wrong idea.)|(Based on Dot’s reaction... I should press for more.),43|43,,,active|passive,Main_Ch9,M9_L0042
1,49,43,main_table,Player,Main,,,text,그러니까 공장 직원들의 사기를 북돋기\n위해서 써 놓은 희망찬 문구라는 거야.,"I’m saying that the slogan is for the\nfactory workers, to boost their morale.",44,,,,Main_Ch9,M9_L0043
1,49,44,main_table,Player,Main,,,text,정말로 꿈이 영원하다는 뜻은... 아닌 것 같아서.,Dreams... probably aren’t eternal.,45,,,,Main_Ch9,M9_L0044
1,49,45,main_table,Dot,Main,body_move,,text,어?,Huh?,46,,,,Main_Ch9,M9_L0045
1,49,46,main_table,Dot,Main,body_default1,,text,"꿈은 인간에게 흡수된 후, 보이지 않는 곳에서\n살아가는 거잖아. 그래서 영원한 친구인 거잖아.",But dreams become a part of humans and carry\non forever. That’s why they’re eternal companions.,47,,,,Main_Ch9,M9_L0046
1,49,47,main_table,Dot,Main,,face_eyeroll2,text,"왜냐면, 그런 게 아니라면, 꿈은...","And, if it isn’t so, then dreams...",48,,,,Main_Ch9,M9_L0047
1,49,48,main_table,Dot,Main,,face_eyeroll3,text,"꿈은, 꿈은, 어... 꿈은.","Dreams, dreams, they... dreams.",49,,,,Main_Ch9,M9_L0048
1,49,49,main_table,Dot,Main,,face_eyeroll3_stay,text,...,...,50,,,,Main_Ch9,M9_L0049
1,49,50,main_table,Player,Main,,,text,"으음, 그렇단 말이야...?",Is that so...?,51,,,,Main_Ch9,M9_L0050
1,49,51,main_table,Player,Main,,face_blink,text,혹시 꿈이 되지 않고 뭉치의\n몸으로 지구에 남아 줄 수는 없어?,"Is there any chance you can stay as Dot\non Earth, instead of becoming a dream?",52,,,,Main_Ch9,M9_L0051
1,49,52,main_table,Dot,Main,,,text,그럴 수는 없어.,I can’t.,53,,,,Main_Ch9,M9_L0052
1,49,53,main_table,Player,Main,,,text,(이렇게 딱 잘라 거절하다니...),(I didn’t expect such an outright refusal.),54,,,,Main_Ch9,M9_L0053
1,49,54,main_table,Dot,Main,,,text,난 태어난 순간부터 꿈이 되길\n바랐어. 누를 수 없는 갈망이야.,I wanted to be a dream from the moment I\nopened my eyes. It’s a yearning I can’t fight.,55,,,,Main_Ch9,M9_L0054
1,49,55,main_table,Dot,Main,body_bounce,,text,나의 아주 먼 본래가 ‘꿈’의 형태였기 때문일까? 경이로운\n꿈의 풍경이 각인이라도 된 걸까? 모르겠지만...,Is it because I originated from a dream? Or has\nthe vision of a dream imprinted itself on me?,56,,,,Main_Ch9,M9_L0055
1,49,56,main_table,Dot,Main,body_default1,,text,아주 본능적으로 원하고 있어. 쓸모없는 덩어리가\n아니라 아름다운 꿈이 되리라는 목표를.,"Whichever the case, it’s a primal urge. To evolve\nfrom a useless lump into a beautiful dream.",57,,,,Main_Ch9,M9_L0056
1,49,57,main_table,Dot,Main,,,text,음.,Well.,58,,,,Main_Ch9,M9_L0057
1,49,58,main_table,Dot,Main,,face_eyeroll3,text,게다가 이 검은 몸에 평생 갇혀\n있어야 한다니... 그건 끔찍한 걸.,And to be trapped in this dark body\nforever... would be a nightmare.,59,,,,Main_Ch9,M9_L0058
1,49,59,main_table,Player,Main,,face_eyeroll3_stay,text,존재를 부정당하는 느낌인 건가?,Like having your existence denied?,60,,,,Main_Ch9,M9_L0059
1,49,60,main_table,Dot,Main,,face_blink,text,그래. 그리고 레드와도 상의해\n봐야 할 것 같아. ... 가능하다면.,Yes. And I’ll have to confer\nwith Red... if possible.,61,,,,Main_Ch9,M9_L0060
1,49,61,main_table,Dot,Main,,,text,"그는 나에게 꿈이 될 기회를 주고,\n내가 꿈이 될 거라고 믿어준 존재이니까.","He’s the one who gave me a chance,\nand believed I could be a dream.",62,,,,Main_Ch9,M9_L0061
1,49,62,main_table,Player,Main,,,selection,"(하지만... 레드는 뭉치가 죽는 걸 바라진 않을 거야.)|(그래, 뭉치는 역시 꿈이 되고 싶어 하는 거야. 강렬하게.)",(But... Red wouldn’t want Dot to die.)|(Dot wants to become a dream. Undoubtedly.),63|65,,,,Main_Ch9,M9_L0062
1,49,63,main_table,Player,Main,,,text,"...... 하지만, 뭉치야. 레드는.","...... But, Dot. Red...",64,,,,Main_Ch9,M9_L0063
1,49,64,main_table,Player,Main,,,text,(차마 말할 수 없어. 평생 갈망하던 게 죽음으로 가는\n길이었단 걸... 대체 어떻게 설명해 줘야 하지?),(I can’t... I can’t tell them what they’ve so longed for was\nthe road to death. How am I supposed to explain?),67,,,,Main_Ch9,M9_L0064
1,49,65,main_table,Player,Main,,,text,(내가 아는 꿈과 같은 걸 상상하고\n있는지는... 모르겠어.),(But is my ‘dream’ the same as Dot’s ‘dream’?),66,,,,Main_Ch9,M9_L0065
1,49,66,main_table,Player,Main,,,text,(우리는 같은 이야기를 하고 있는 게 맞을까?),(Are we truly on the same page?),67,,,,Main_Ch9,M9_L0066
1,49,67,main_table,Player,Main,,,text,"있지, 뭉치가 생각하는 꿈은\n내가 아는 꿈이랑 조금 다른 것 같아.",But your concept of a dream\nis different from mine.,68,,,,Main_Ch9,M9_L0067
1,49,68,main_table,Dot,Main,,,text,어떻게 다른데?,How so?,69,,,,Main_Ch9,M9_L0068
1,49,69,main_table,Dot,Main,,,text,"<nickname> 네가, 그리고 인간이\n생각하는 꿈이라는 건 뭐야?","What is a dream to you, and to humans?",70,,,,Main_Ch9,M9_L0069
1,49,70,main_table,Player,Main,,,text,... 이야기하기 망설여져. 혹시라도 너에게 충격을 줄까 봐.,... I’m not sure you’re ready to hear it.,71,,,,Main_Ch9,M9_L0070
1,49,71,main_table,Dot,Main,,,text,"다른 것도 아니고, 내가 온 마음 다해 갈망해 온\n‘꿈’에 대한 진실이잖아. 기꺼이 감당할래.",Dreams... I’ve yearned to know about them for\nas long as I can remember. I’m ready.,72,,,,Main_Ch9,M9_L0071
1,49,72,main_table,Player,Main,,,text,"내가, 그리고 우리 인간들이 알고 있는 '꿈'은...","The ‘dream’ that I, and all other humans, know of is...",73,,,,Main_Ch9,M9_L0072
1,49,73,main_table,Player,Main,,,text,단 한 번만 볼 수 있는 거야.\n잠에서 깨어나면 완전히 사라지는 거야.,A dream occurs only once. Once\nhumans wake it’s gone for good.,74,,,,Main_Ch9,M9_L0073
1,49,74,main_table,Player,Main,,,text,"깬 후에 잔열이 남지만, 시간이\n지날수록 점점 잊어 버리는 거야.","It may leave behind remnants, but\neven those are forgotten as time passes.",75,,,,Main_Ch9,M9_L0074
1,49,75,main_table,Dot,Main,,,text,꿈은 단 한 번. 깨어나면 사라져.,Only once. Gone for good.,76,,,,Main_Ch9,M9_L0075
1,49,76,main_table,Dot,Main,,,text,"깬 후에 잔열이 남지만,\n시간이 지날수록 점점 잊...","Remnants, that are forgotten as time...",77,,,,Main_Ch9,M9_L0076
1,49,77,main_table,Dot,Main,,face_omg,text,...,...,78,,,,Main_Ch9,M9_L0077
1,49,78,main_table,Dot,Main,,face_blink,text,...,...,79,,,,Main_Ch9,M9_L0078
1,49,79,main_table,Dot,Main,body_trembling,,text,......,......,80,,,,Main_Ch9,M9_L0079
1,49,80,main_table,Dot,Main,body_trembling,face_omg,text,......,......,81,,,,Main_Ch9,M9_L0080
1,49,81,main_table,Player,Main,body_default1,face_blink,text,뭉치야?,Dot?,82,,,,Main_Ch9,M9_L0081
1,49,82,main_table,Player,Main,,face_omg,text,(뭉치가 각오한 것보다도 충격을 세게 받은 것 같아.),(Dot is taking it harder than expected.),83,,,,Main_Ch9,M9_L0082
1,49,83,main_table,Dot,Main,,face_squeeze,text,......,......,84,,,,Main_Ch9,M9_L0083
1,49,84,main_table,Dot,Main,,face_blink,text,......,......,85,,,,Main_Ch9,M9_L0084
1,49,85,main_table,Dot,Main,,,text,......,......,86,,,,Main_Ch9,M9_L0085
1,49,86,main_table,Dot,Main,,,text,......,......,87,,,,Main_Ch9,M9_L0086
1,49,87,main_table,Player,Main,,,text,뭉치야... 뭉치야?,Dot... Dot?,88,,,,Main_Ch9,M9_L0087
1,49,88,main_table,Dot,Main,,face_omg,text,그러니까 내 곰팡이처럼 말이지?,You mean like my mold?,89,,,,Main_Ch9,M9_L0088
1,49,89,main_table,Player,Main,,,text,곰팡이와는 다르지. 뭐가 다르냐면...,That’s different. It’s...,90,,,,Main_Ch9,M9_L0089
1,49,90,main_table,Player,Main,,,text,......,......,91,,,,Main_Ch9,M9_L0090
1,49,91,main_table,Player,Main,,,text,(어떤 이야기도 할 수 없어.),(I don’t know what to say.),92,,,,Main_Ch9,M9_L0091
1,49,92,main_table,Dot,Main,,,text,......,......,93,,,,Main_Ch9,M9_L0092
1,49,93,main_table,Dot,Main,,,text,나. 조금 쉬어도 될까?,I. Think I need some time?,,,anim_mud_day8,,Main_Ch9,M9_L0093
